Component#1,Component#2,SMILES1,SMILES2,X#1 (molar fraction).1,X#2 (molar fraction).1,"Temperature, K","Density, g/cm^3",Reference (DOI)
tetrahexylammonium   bromide,glycerol,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(C(CO)O)O,0.333,0.667,343.15,1.0137,doi:10.1002/aic.18095
choline chloride,m-cresol,C[N+](C)(C)CCO.[Cl-],CC1=CC(=CC=C1)O,0.125,0.875,348.15,1.0133,10.1016/j.molliq.2022.120420
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.2,0.8,307.98,1.0132,doi:10.1002/aic.18095
l-histidine,decanoic acid,C1=C(NC=N1)CC(C(=O)O)N,CCCCCCCCCC(=O)O,0.333,0.667,293.15,1.0132,10.1016/j.jcou.2022.102217
tetrabutylammonium chloride,levulinic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,323.15,1.0131,10.1016/j.molliq.2016.07.039
tetrabutylammonium  chloride,levulinic  acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,323.15,1.0131,doi:10.1002/aic.18095
choline chloride,m-cresol,C[N+](C)(C)CCO.[Cl-],CC1=CC(=CC=C1)O,0.1,0.9,343.15,1.0131,10.1016/j.foodchem.2022.134054
dl-menthol,l-lactic acid,CC1CCC(C(C1)O)C(C)C,CC(C(=O)O)O,0.333,0.667,323.15,1.013,10.1016/j.talanta.2022.123373
dl-menthol,lactic  acid,CC1CCC(C(C1)O)C(C)C,CC(C(=O)O)O,0.333,0.667,323.15,1.013,doi:10.1002/aic.18095
choline chloride,"1,2-butanediol",C[N+](C)(C)CCO.[Cl-],CCC(CO)O,0.1,0.9,293,1.013,10.3390/molecules24030636
choline chloride,p-cresol,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,0.125,0.875,348.15,1.0129,10.1016/j.molliq.2022.120420
matrine,n-decanoic acid,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,CCCCCCCCCC(=O)O,0.5,0.5,328.15,1.0125,10.1016/j.molliq.2022.119560
matrine,lauric acid,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,CCCCCCCCCCCC(=O)O,0.5,0.5,308.15,1.0124,10.1016/j.molliq.2022.119560
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.167,0.833,302.99,1.0122,doi:10.1002/aic.18095
imidazole,monoethanolamine,C1=CN=CN1,C(CO)N,0.143,0.857,308.15,1.0122,10.1016/j.jmgm.2022.108319
imidazole,monoethanolamine,C1=CN=CN1,C(CO)N,0.25,0.75,328.15,1.0121,10.1016/j.jmgm.2022.108319
tetrabutylammonium bromide,monoethanolamine,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,0.167,0.833,358.15,1.012,10.1016/j.fluid.2017.03.008
tetrabutylammonium  bromide,monoethanolamine,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,0.167,0.833,358.15,1.012,doi:10.1002/aic.18095
tetrabutylammonium bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.143,0.857,298.15,1.0119,10.1016/j.molliq.2020.113110
tetrabutylammonium  bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.143,0.857,298.15,1.0119,doi:10.1002/aic.18095
l-histidine,decanoic acid,C1=C(NC=N1)CC(C(=O)O)N,CCCCCCCCCC(=O)O,0.333,0.667,298.15,1.0117,10.1016/j.jcou.2022.102217
imidazole,monoethanolamine,C1=CN=CN1,C(CO)N,0.167,0.833,318.15,1.0117,10.1016/J.MOLLIQ.2018.12.096
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.25,0.75,312.98,1.0116,doi:10.1002/aic.18095
choline chloride,p-cresol,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,0.111,0.889,343.15,1.0116,10.1016/j.molliq.2022.120420
choline chloride,p-cresol,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,0.1,0.9,343.15,1.0115,10.1016/j.molliq.2022.120420
tetrabutylammonium chloride,l-lactic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C(=O)O)O,0.333,0.667,313.15,1.0114,10.1021/jp5089004
tetrabutylammonium  chloride,lactic  acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C(=O)O)O,0.333,0.667,313.15,1.0114,doi:10.1002/aic.18095
choline chloride,monoethanolamine,C[N+](C)(C)CCO.[Cl-],C(CO)N,0.091,0.909,333.15,1.0114,10.1016/j.molliq.2022.120420
tetrabutylammonium bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.2,0.8,308.15,1.0113,10.1016/j.molliq.2020.113110
tetrabutylammonium  bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.2,0.8,308.15,1.0113,doi:10.1002/aic.18095
choline chloride,m-cresol,C[N+](C)(C)CCO.[Cl-],CC1=CC(=CC=C1)O,0.111,0.889,348.15,1.0113,api.semanticscholar.org/CorpusID:92513446
choline chloride,m-cresol,C[N+](C)(C)CCO.[Cl-],CC1=CC(=CC=C1)O,0.143,0.857,353.15,1.011,10.1016/j.molliq.2022.120420
choline chloride,methyldiethanolamine,C[N+](C)(C)CCO.[Cl-],CN(CCO)CCO,0.111,0.889,353.15,1.011,10.1016/j.molliq.2018.02.085
tetrabutylammonium bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.111,0.889,293.15,1.0109,10.1016/j.molliq.2020.113110
tetrabutylammonium  bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.111,0.889,293.15,1.0109,doi:10.1002/aic.18095
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.333,0.667,323.02,1.0107,doi:10.1002/aic.18095
imidazole,monoethanolamine,C1=CN=CN1,C(CO)N,0.333,0.667,338.15,1.0107,10.1016/J.MOLLIQ.2018.12.096
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.143,0.857,302.99,1.0105,doi:10.1002/aic.18095
choline chloride,p-cresol,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,0.143,0.857,353.15,1.0105,10.1016/j.molliq.2018.02.085
tetrabutylammonium  chloride,diethanolamine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)NCCO,0.25,0.75,298.14,1.0103,doi:10.1002/aic.18095
tetrabutylammonium bromide,monoethanolamine,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,0.143,0.857,338.15,1.0102,10.1016/j.fluid.2017.03.008
tetrabutylammonium  bromide,monoethanolamine,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,0.143,0.857,338.15,1.0102,doi:10.1002/aic.18095
tetrabutylammonium chloride,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O,0.2,0.8,323.15,1.01,10.1021/je5002126
tetrabutylammonium  chloride,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O,0.2,0.8,323.15,1.01,doi:10.1002/aic.18095
N-Dodecylmorpholine N-oxide,phenylacetic  acid,CCCCCCCCCCCC[N+]1(CCOCC1)[O-],C1=CC=C(C=C1)CC(=O)O,0.5,0.5,293.15,1.01,doi:10.1002/aic.18095
"morpholine, 4-dodecyl-, 4-oxide",phenylacetic acid,CCCCCCCCCCCC[N+]1(CCOCC1)[O-],C1=CC=C(C=C1)CC(=O)O,0.5,0.5,293.15,1.01,10.1016/j.molliq.2017.05.084
methyltrioctylammonium  chloride,methyl 4-hydroxybenzoate,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],COC(=O)C1=CC=C(C=C1)O,0.333,0.667,298.15,1.01,doi:10.1002/aic.18095
choline chloride,"1,2-propanediol",C[N+](C)(C)CCO.[Cl-],CC(CO)O,0.333,0.667,298.15,1.01,10.1016/j.molliq.2018.02.085
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.2,0.8,298.15,1.01,api.semanticscholar.org/CorpusID:92513446
choline chloride,"1,2-propanediol",C[N+](C)(C)CCO.[Cl-],CC(CO)O,0.25,0.75,298.15,1.01,10.1016/j.fluid.2012.12.001
choline chloride,m-cresol,C[N+](C)(C)CCO.[Cl-],CC1=CC(=CC=C1)O,0.125,0.875,353.15,1.0099,10.1016/j.molliq.2022.120420
choline chloride,m-cresol,C[N+](C)(C)CCO.[Cl-],CC1=CC(=CC=C1)O,0.1,0.9,348.15,1.0096,10.1016/j.molliq.2022.120420
tetrabutylammonium chloride,levulinic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,328.15,1.0095,10.1016/j.molliq.2016.07.039
tetrabutylammonium  chloride,levulinic  acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,328.15,1.0095,doi:10.1002/aic.18095
choline chloride,p-cresol,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,0.125,0.875,353.15,1.0095,10.1016/j.molliq.2022.120420
l-histidine,decanoic acid,C1=C(NC=N1)CC(C(=O)O)N,CCCCCCCCCC(=O)O,0.333,0.667,303.15,1.0093,10.1016/j.jcou.2022.102217
choline chloride,p-cresol,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,0.111,0.889,348.15,1.0092,10.1016/j.molliq.2022.120420
tetrabutylammonium chloride,triethylene glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.5,0.5,323.15,1.009,10.1021/je5002126
tetrabutylammonium  chloride,triethylene  glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.5,0.5,323.15,1.009,doi:10.1002/aic.18095
dl-menthol,l-lactic acid,CC1CCC(C(C1)O)C(C)C,CC(C(=O)O)O,0.333,0.667,328.15,1.009,10.1021/acssuschemeng.5b00532
dl-menthol,lactic  acid,CC1CCC(C(C1)O)C(C)C,CC(C(=O)O)O,0.333,0.667,328.15,1.009,doi:10.1002/aic.18095
choline chloride,"1,2-butanediol",C[N+](C)(C)CCO.[Cl-],CCC(CO)O,0.05,0.95,293,1.009,10.1016/j.biortech.2020.122897
matrine,lauric acid,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,CCCCCCCCCCCC(=O)O,0.5,0.5,313.15,1.0089,10.1016/j.molliq.2022.119560
choline chloride,monoethanolamine,C[N+](C)(C)CCO.[Cl-],C(CO)N,0.143,0.857,353.15,1.0089,10.1016/j.molliq.2018.02.085
matrine,n-decanoic acid,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,CCCCCCCCCC(=O)O,0.5,0.5,333.15,1.0088,10.1016/j.molliq.2022.119560
lauric acid,atropine,CCCCCCCCCCCC(=O)O,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,0.667,0.333,298,1.0088,10.1016/j.jcou.2022.102217
dodecanoic  acid,atropine,CCCCCCCCCCCC(=O)O,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,0.667,0.333,298,1.0088,10.1021/acssuschemeng.9b01102
choline chloride,p-cresol,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,0.1,0.9,348.15,1.0087,api.semanticscholar.org/CorpusID:92513446
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.2,0.8,312.98,1.0086,doi:10.1002/aic.18095
tetrabutylammonium bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.143,0.857,303.15,1.0082,10.1016/j.molliq.2020.113110
tetrabutylammonium  bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.143,0.857,303.15,1.0082,doi:10.1002/aic.18095
2-aminoethanol hydrochloride,tetraethylenepentamine,C(CO)N.Cl,C(CNCCNCCNCCN)N,0.143,0.857,313.15,1.0081,doi:10.1002/aic.18095
tetrabutylammonium chloride,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O,0.25,0.75,303.15,1.008,10.1021/je5002126
tetrabutylammonium chloride,l-lactic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C(=O)O)O,0.333,0.667,318.15,1.008,10.1021/jp5089004
tetrabutylammonium  chloride,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O,0.25,0.75,303.15,1.008,doi:10.1002/aic.18095
tetrabutylammonium  chloride,lactic  acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C(=O)O)O,0.333,0.667,318.15,1.008,doi:10.1002/aic.18095
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.25,0.75,318.03,1.008,doi:10.1002/aic.18095
choline chloride,"1,3-butanediol",C[N+](C)(C)CCO.[Cl-],CC(CCO)O,0.05,0.95,293,1.008,10.1016/j.seppur.2019.115707
choline chloride,monoethanolamine,C[N+](C)(C)CCO.[Cl-],C(CO)N,0.111,0.889,343.15,1.008,10.1016/j.molliq.2018.02.085
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.167,0.833,307.98,1.0079,doi:10.1002/aic.18095
choline chloride,methyldiethanolamine,C[N+](C)(C)CCO.[Cl-],CN(CCO)CCO,0.091,0.909,353.15,1.0079,10.1016/j.foodchem.2022.134054
tetrahexylammonium bromide,ethylene glycol,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,0.333,0.667,293.15,1.0078,10.1021/acs.iecr.5b02611
tetrahexylammonium   bromide,ethylene  glycol,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,0.333,0.667,293.15,1.0078,doi:10.1002/aic.18095
choline chloride,m-cresol,C[N+](C)(C)CCO.[Cl-],CC1=CC(=CC=C1)O,0.111,0.889,353.15,1.0078,10.1016/j.molliq.2018.02.085
tetrabutylammonium bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.2,0.8,313.15,1.0077,10.1016/j.molliq.2020.113110
tetrabutylammonium  bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.2,0.8,313.15,1.0077,doi:10.1002/aic.18095
l-histidine,decanoic acid,C1=C(NC=N1)CC(C(=O)O)N,CCCCCCCCCC(=O)O,0.333,0.667,308.15,1.0074,10.1016/j.jcou.2022.102217
matrine,myristic acid,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,CCCCCCCCCCCCCC(=O)O,0.5,0.5,298.15,1.0072,10.1016/j.molliq.2022.119560
imidazole,monoethanolamine,C1=CN=CN1,C(CO)N,0.2,0.8,328.15,1.0072,10.1016/j.cep.2015.04.001
tetrabutylammonium bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.111,0.889,298.15,1.0071,10.1016/j.molliq.2020.113110
tetrabutylammonium  bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.111,0.889,298.15,1.0071,doi:10.1002/aic.18095
tetrabutylammonium chloride,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O,0.167,0.833,343.15,1.007,10.1021/je5002126
tetrabutylammonium chloride,triethylene glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.667,0.333,293.15,1.007,10.1021/je5002126
tetrabutylammonium  chloride,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O,0.167,0.833,343.15,1.007,doi:10.1002/aic.18095
tetrabutylammonium  chloride,triethylene  glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.667,0.333,293.15,1.007,doi:10.1002/aic.18095
choline chloride,p-cresol,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,0.111,0.889,353.15,1.0067,10.1016/j.seppur.2019.115707
tetrabutylammonium chloride,levulinic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,333.15,1.006,10.1016/j.molliq.2016.07.039
tetrabutylammonium  chloride,levulinic  acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,333.15,1.006,doi:10.1002/aic.18095
choline chloride,m-cresol,C[N+](C)(C)CCO.[Cl-],CC1=CC(=CC=C1)O,0.1,0.9,353.15,1.006,10.1016/j.molliq.2016.01.038
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.143,0.857,307.98,1.0058,doi:10.1002/aic.18095
choline chloride,p-cresol,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,0.1,0.9,353.15,1.0056,10.1016/j.molliq.2016.01.038
matrine,lauric acid,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,CCCCCCCCCCCC(=O)O,0.5,0.5,318.15,1.0053,10.1016/j.molliq.2022.119560
matrine,n-decanoic acid,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,CCCCCCCCCC(=O)O,0.5,0.5,338.15,1.0052,10.1016/j.molliq.2022.119560
l-histidine,decanoic acid,C1=C(NC=N1)CC(C(=O)O)N,CCCCCCCCCC(=O)O,0.333,0.667,313.15,1.0051,10.1016/j.jct.2018.10.003
methyltrioctylammonium chloride,isobutyl 4-hydroxybenzoate,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],CC(C)COC(=O)C1=CC=C(C=C1)O,0.25,0.75,298.15,1.005,10.1016/j.chemosphere.2019.125082
methyltrioctylammonium  chloride,isobutyl 4-hydroxybenzoate,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],CC(C)COC(=O)C1=CC=C(C=C1)O,0.25,0.75,298.15,1.005,doi:10.1002/aic.18095
dl-menthol,l-lactic acid,CC1CCC(C(C1)O)C(C)C,CC(C(=O)O)O,0.333,0.667,333.15,1.005,10.1021/acssuschemeng.5b00532
dl-menthol,lactic  acid,CC1CCC(C(C1)O)C(C)C,CC(C(=O)O)O,0.333,0.667,333.15,1.005,doi:10.1002/aic.18095
choline chloride,glycerol,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,0.333,0.667,298.15,1.005,10.1016/j.foodchem.2021.131930
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.2,0.8,318.03,1.0049,doi:10.1002/aic.18095
tetrahexylammonium bromide,ethylene glycol,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,0.333,0.667,298.15,1.0045,10.1021/acs.iecr.5b02611
tetrahexylammonium   bromide,ethylene  glycol,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,0.333,0.667,298.15,1.0045,doi:10.1002/aic.18095
tetrabutylammonium bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.143,0.857,308.15,1.0045,10.1016/j.molliq.2020.113110
tetrabutylammonium  chloride,diethanolamine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)NCCO,0.25,0.75,308.2,1.0045,doi:10.1002/aic.18095
tetrabutylammonium  bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.143,0.857,308.15,1.0045,doi:10.1002/aic.18095
imidazole,monoethanolamine,C1=CN=CN1,C(CO)N,0.143,0.857,318.15,1.0044,10.1016/j.cep.2015.04.001
stannic chloride [mi],"n-benzyl-n,n-dibutylbutan-1-aminium chloride",[Cl-].[Cl-].[Cl-].[Cl-].[Sn+4],CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],0.667,0.333,298,1.0043,10.13140/RG.2.2.13424.10245
tetrabutylammonium chloride,l-arginine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(C(=O)O)N)CN=C(N)N,0.857,0.143,303.15,1.0042,10.1016/j.jtice.2015.12.020
tetrabutylammonium bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.2,0.8,318.15,1.0042,10.1016/j.molliq.2020.113110
tetrabutylammonium  chloride,arginine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(C(=O)O)N)CN=C(N)N,0.857,0.143,303.15,1.0042,doi:10.1002/aic.18095
tetrabutylammonium  bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.2,0.8,318.15,1.0042,doi:10.1002/aic.18095
imidazole,monoethanolamine,C1=CN=CN1,C(CO)N,0.25,0.75,338.15,1.0042,10.1016/j.cep.2015.04.001
tetrabutylammonium chloride,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O,0.2,0.8,333.15,1.004,10.1021/je5002126
tetrabutylammonium  chloride,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O,0.2,0.8,333.15,1.004,doi:10.1002/aic.18095
choline chloride,monoethanolamine,C[N+](C)(C)CCO.[Cl-],C(CO)N,0.091,0.909,343.15,1.004,10.13140/RG.2.2.13424.10245
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.25,0.75,323.02,1.0039,doi:10.1002/aic.18095
cuprymina,"n-benzyl-n,n-dibutylbutan-1-aminium chloride",[Cl-].[Cl-].[Cu+2],CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],0.667,0.333,298,1.0039,doi:10.1002/aic.18095
imidazole,monoethanolamine,C1=CN=CN1,C(CO)N,0.167,0.833,328.15,1.0038,10.1016/j.cep.2015.04.001
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.333,0.667,328.01,1.0036,doi:10.1002/aic.18095
matrine,myristic acid,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,CCCCCCCCCCCCCC(=O)O,0.5,0.5,303.15,1.0036,10.1016/j.molliq.2022.119560
l-histidine,decanoic acid,C1=C(NC=N1)CC(C(=O)O)N,CCCCCCCCCC(=O)O,0.333,0.667,318.15,1.0035,10.1016/j.jct.2018.10.003
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.167,0.833,312.98,1.0034,doi:10.1002/aic.18095
tetrabutylammonium bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.111,0.889,303.15,1.0033,10.1016/j.molliq.2020.113110
tetrabutylammonium  bromide,3-amino-1-propanol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO,0.111,0.889,303.15,1.0033,doi:10.1002/aic.18095
tetrabutylammonium chloride,triethylene glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.5,0.5,333.15,1.003,10.1021/je5002126
tetrabutylammonium  chloride,triethylene  glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.5,0.5,333.15,1.003,doi:10.1002/aic.18095
tetrabutylammonium chloride,levulinic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,338.15,1.0025,10.1016/j.molliq.2016.07.039
tetrabutylammonium  chloride,levulinic  acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,338.15,1.0025,doi:10.1002/aic.18095
matrine,lauric acid,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,CCCCCCCCCCCC(=O)O,0.5,0.5,323.15,1.0017,10.1016/j.molliq.2022.119560
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.143,0.857,312.98,1.0015,doi:10.1002/aic.18095
zincchloride,"n-benzyl-n,n-dibutylbutan-1-aminium chloride",[Cl-].[Cl-].[Zn+2],CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],0.667,0.333,298,1.0014,10.13140/RG.2.2.13424.10245
tetrahexylammonium bromide,ethylene glycol,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,0.333,0.667,303.15,1.0013,10.1021/acs.iecr.5b02611
tetrahexylammonium   bromide,ethylene  glycol,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,0.333,0.667,303.15,1.0013,doi:10.1002/aic.18095
tetrabutylammonium bromide,monoethanolamine,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,0.143,0.857,348.15,1.0011,10.1016/j.fluid.2017.03.008
tetrabutylammonium  bromide,monoethanolamine,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,0.143,0.857,348.15,1.0011,doi:10.1002/aic.18095
tetrabutylammonium chloride,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O,0.25,0.75,313.15,1.001,10.1021/je5002126
tetrabutylammonium chloride,triethylene glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.667,0.333,303.15,1.001,10.1021/je5002126
tetrabutylammonium  chloride,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O,0.25,0.75,313.15,1.001,doi:10.1002/aic.18095
tetrabutylammonium  chloride,triethylene  glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O,0.667,0.333,303.15,1.001,doi:10.1002/aic.18095
l-histidine,decanoic acid,C1=C(NC=N1)CC(C(=O)O)N,CCCCCCCCCC(=O)O,0.333,0.667,323.15,1.001,10.1016/j.jct.2018.10.003
dl-menthol,l-lactic acid,CC1CCC(C(C1)O)C(C)C,CC(C(=O)O)O,0.333,0.667,338.15,1.001,10.1021/acssuschemeng.5b00532
dl-menthol,lactic  acid,CC1CCC(C(C1)O)C(C)C,CC(C(=O)O)O,0.333,0.667,338.15,1.001,doi:10.1002/aic.18095
choline chloride,"2,3-butanediol",C[N+](C)(C)CCO.[Cl-],CC(C(C)O)O,0.05,0.95,293,1.001,doi:10.1002/aic.18095
tetrabutylammonium  bromide,"1,5-pentanediol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCO)CCO,0.2,0.8,323.02,1.0009,doi:10.1002/aic.18095
