Component#1,Component#2,SMILES1,SMILES2,X#1 (molar fraction),X#2 (molar fraction),"DES melting temperature, K",Reference (DOI),T#1,T#2
pyridine-3-carboxamide,2-hydroxyacetic acid,C1=CC(=CN=C1)C(=O)N,C(C(=O)O)O,0.3041,0.6959,335.714,10.1016/j.foodcont.2023.109625,403.15,350.8
pyridine-3-carboxamide,2-hydroxyacetic acid,C1=CC(=CN=C1)C(=O)N,C(C(=O)O)O,0.6057,0.3943,340.148,10.1016/j.foodcont.2023.109625,403.15,350.8
pyridine-3-carboxamide,2-hydroxyacetic acid,C1=CC(=CN=C1)C(=O)N,C(C(=O)O)O,0.701,0.299,346.798,10.1016/j.foodcont.2023.109625,403.15,350.8
pyridine-3-carboxamide,2-hydroxyacetic acid,C1=CC(=CN=C1)C(=O)N,C(C(=O)O)O,0.8067,0.1933,366.01,10.1016/j.foodcont.2023.109625,403.15,350.8
resorcinol,Choline chloride,C1=CC(=CC(=C1)O)O,CN+(C)CCO.[Cl-],0.495,0.505,279.632,10.1016/j.fluid.2017.05.009,382.5,578.15
resorcinol,Choline chloride,C1=CC(=CC(=C1)O)O,CN+(C)CCO.[Cl-],0.662,0.338,291.238,10.1016/j.fluid.2017.05.009,382.5,578.15
resorcinol,Choline chloride,C1=CC(=CC(=C1)O)O,CN+(C)CCO.[Cl-],0.742,0.258,302.845,10.1016/j.fluid.2017.05.009,382.5,578.15
resorcinol,Choline chloride,C1=CC(=CC(=C1)O)O,CN+(C)CCO.[Cl-],0.796,0.204,316.109,10.1016/j.fluid.2017.05.009,382.5,578.15
resorcinol,Choline chloride,C1=CC(=CC(=C1)O)O,CN+(C)CCO.[Cl-],0.328,0.672,336.834,10.1016/j.fluid.2017.05.009,382.5,578.15
resorcinol,Choline chloride,C1=CC(=CC(=C1)O)O,CN+(C)CCO.[Cl-],0.898,0.102,340.979,10.1016/j.fluid.2017.05.009,382.5,578.15
resorcinol,Choline chloride,C1=CC(=CC(=C1)O)O,CN+(C)CCO.[Cl-],0.247,0.753,342.637,10.1016/j.fluid.2017.05.009,382.5,578.15
resorcinol,Choline chloride,C1=CC(=CC(=C1)O)O,CN+(C)CCO.[Cl-],0.197,0.803,350.927,10.1016/j.fluid.2017.05.009,382.5,578.15
resorcinol,Choline chloride,C1=CC(=CC(=C1)O)O,CN+(C)CCO.[Cl-],0.095,0.905,355.902,10.1016/j.fluid.2017.05.009,382.5,578.15
salicylic acid,Choline chloride,C1=CC=C(C(=C1)C(=O)O)O,CN+(C)CCO.[Cl-],0.504,0.496,340.6,10.1002/cssc.202001331,432.15,578.15
salicylic acid,Choline chloride,C1=CC=C(C(=C1)C(=O)O)O,CN+(C)CCO.[Cl-],0.5,0.5,341.15,10.1002/aic.17408,432.15,578.15
salicylic acid,betaine,C1=CC=C(C(=C1)C(=O)O)O,C[N+](C)(C)CC(=O)[O-],0.702,0.298,347.8,10.1002/cssc.202001331,432.15,566
salicylic acid,Choline chloride,C1=CC=C(C(=C1)C(=O)O)O,CN+(C)CCO.[Cl-],0.597,0.403,352.7,10.1002/cssc.202001331,432.15,578.15
salicylic acid,betaine,C1=CC=C(C(=C1)C(=O)O)O,C[N+](C)(C)CC(=O)[O-],0.801,0.199,359.7,10.1002/cssc.202001331,432.15,566
salicylic acid,betaine,C1=CC=C(C(=C1)C(=O)O)O,C[N+](C)(C)CC(=O)[O-],0.602,0.398,360.8,10.1002/cssc.202001331,432.15,566
salicylic acid,Choline chloride,C1=CC=C(C(=C1)C(=O)O)O,CN+(C)CCO.[Cl-],0.705,0.295,366.8,10.1002/cssc.202001331,432.15,578.15
salicylic acid,Choline chloride,C1=CC=C(C(=C1)C(=O)O)O,CN+(C)CCO.[Cl-],0.789,0.211,385.4,10.1002/cssc.202001331,432.15,578.15
salicylic acid,betaine,C1=CC=C(C(=C1)C(=O)O)O,C[N+](C)(C)CC(=O)[O-],0.503,0.497,388.5,10.1002/cssc.202001331,432.15,566
salicylic acid,Choline chloride,C1=CC=C(C(=C1)C(=O)O)O,CN+(C)CCO.[Cl-],0.408,0.592,393.6,10.1002/cssc.202001331,432.15,578.15
salicylic acid,betaine,C1=CC=C(C(=C1)C(=O)O)O,C[N+](C)(C)CC(=O)[O-],0.901,0.099,395.4,10.1002/cssc.202001331,432.15,566
salicylic acid,Choline chloride,C1=CC=C(C(=C1)C(=O)O)O,CN+(C)CCO.[Cl-],0.887,0.113,406.9,10.1002/cssc.202001331,432.15,578.15
salicylic acid,betaine,C1=CC=C(C(=C1)C(=O)O)O,C[N+](C)(C)CC(=O)[O-],0.403,0.597,411.8,10.1002/cssc.202001331,432.15,566
salicylic acid,Choline chloride,C1=CC=C(C(=C1)C(=O)O)O,CN+(C)CCO.[Cl-],0.303,0.697,438.7,10.1002/cssc.202001331,432.15,578.15
salicylic acid,betaine,C1=CC=C(C(=C1)C(=O)O)O,C[N+](C)(C)CC(=O)[O-],0.302,0.698,444.6,10.1002/cssc.202001331,432.15,566
salicylic acid,betaine,C1=CC=C(C(=C1)C(=O)O)O,C[N+](C)(C)CC(=O)[O-],0.204,0.796,488.8,10.1002/cssc.202001331,432.15,566
salicylic acid,Choline chloride,C1=CC=C(C(=C1)C(=O)O)O,CN+(C)CCO.[Cl-],0.206,0.794,505.7,10.1002/cssc.202001331,432.15,578.15
salicylic acid,betaine,C1=CC=C(C(=C1)C(=O)O)O,C[N+](C)(C)CC(=O)[O-],0.103,0.897,534.8,10.1002/cssc.202001331,432.15,566
salicylic acid,Choline chloride,C1=CC=C(C(=C1)C(=O)O)O,CN+(C)CCO.[Cl-],0.104,0.896,550.7,10.1002/cssc.202001331,432.15,578.15
sodium;dodecanoate,decanoic acid,CCCCCCCCCCCC(=O)[O-].[Na+],CCCCCCCCCC(=O)O,0.201,0.799,295.673,10.1016/j.jiec.2021.03.011,518.15,304.8
sodium;dodecanoate,decanoic acid,CCCCCCCCCCCC(=O)[O-].[Na+],CCCCCCCCCC(=O)O,0.167,0.833,298.375,10.1016/j.jiec.2021.03.011,518.15,304.8
sodium;dodecanoate,decanoic acid,CCCCCCCCCCCC(=O)[O-].[Na+],CCCCCCCCCC(=O)O,0.251,0.749,299.276,10.1016/j.jiec.2021.03.011,518.15,304.8
sodium;dodecanoate,decanoic acid,CCCCCCCCCCCC(=O)[O-].[Na+],CCCCCCCCCC(=O)O,0.119,0.881,301.979,10.1016/j.jiec.2021.03.011,518.15,304.8
sodium;dodecanoate,decanoic acid,CCCCCCCCCCCC(=O)[O-].[Na+],CCCCCCCCCC(=O)O,0.068,0.932,304.682,10.1016/j.jiec.2021.03.011,518.15,304.8
sodium;dodecanoate,decanoic acid,CCCCCCCCCCCC(=O)[O-].[Na+],CCCCCCCCCC(=O)O,0.4,0.6,332.609,10.1016/j.jiec.2021.03.011,518.15,304.8
sodium;dodecanoate,decanoic acid,CCCCCCCCCCCC(=O)[O-].[Na+],CCCCCCCCCC(=O)O,0.5,0.5,373.15,10.1016/j.jiec.2021.03.011,518.15,304.8
sodium;dodecanoate,decanoic acid,CCCCCCCCCCCC(=O)[O-].[Na+],CCCCCCCCCC(=O)O,0.602,0.398,413.691,10.1016/j.jiec.2021.03.011,518.15,304.8
sodium;dodecanoate,decanoic acid,CCCCCCCCCCCC(=O)[O-].[Na+],CCCCCCCCCC(=O)O,0.701,0.299,453.33,10.1016/j.jiec.2021.03.011,518.15,304.8
sodium;dodecanoate,decanoic acid,CCCCCCCCCCCC(=O)[O-].[Na+],CCCCCCCCCC(=O)O,0.852,0.148,473.15,10.1016/j.jiec.2021.03.011,518.15,304.8
sorbitol,Choline chloride,C(C(C(C(C(CO)O)O)O)O)O,CN+(C)CCO.[Cl-],0.5,0.5,284.15,10.1002/aic.17408,366.5,578.15
sorbitol,betaine,C(C(C(C(C(CO)O)O)O)O)O,C[N+](C)(C)CC(=O)[O-],0.9,0.1,363.9,10.1002/cssc.202001331,366.5,566
sorbitol,betaine,C(C(C(C(C(CO)O)O)O)O)O,C[N+](C)(C)CC(=O)[O-],0.802,0.198,381,10.1002/cssc.202001331,366.5,566
sorbitol,betaine,C(C(C(C(C(CO)O)O)O)O)O,C[N+](C)(C)CC(=O)[O-],0.701,0.299,399.3,10.1002/cssc.202001331,366.5,566
sorbitol,betaine,C(C(C(C(C(CO)O)O)O)O)O,C[N+](C)(C)CC(=O)[O-],0.601,0.399,412.4,10.1002/cssc.202001331,366.5,566
sorbitol,betaine,C(C(C(C(C(CO)O)O)O)O)O,C[N+](C)(C)CC(=O)[O-],0.502,0.498,430.1,10.1002/cssc.202001331,366.5,566
sorbitol,betaine,C(C(C(C(C(CO)O)O)O)O)O,C[N+](C)(C)CC(=O)[O-],0.403,0.597,453.3,10.1002/cssc.202001331,366.5,566
sorbitol,betaine,C(C(C(C(C(CO)O)O)O)O)O,C[N+](C)(C)CC(=O)[O-],0.302,0.698,484.6,10.1002/cssc.202001331,366.5,566
sorbitol,betaine,C(C(C(C(C(CO)O)O)O)O)O,C[N+](C)(C)CC(=O)[O-],0.201,0.799,507.4,10.1002/cssc.202001331,366.5,566
sorbitol,betaine,C(C(C(C(C(CO)O)O)O)O)O,C[N+](C)(C)CC(=O)[O-],0.101,0.899,534.7,10.1002/cssc.202001331,366.5,566
stearic acid,tetraethylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CC)(CC)CC.[Cl-],0.588,0.412,321.65,10.1016/j.fluid.2017.04.007,343.67,535.4
stearic acid,tetrabutylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCCC)(CCCC)CCCC.[Cl-],0.507,0.493,322.9,10.1021/acs.jpcb.0c02386,343.67,344
stearic acid,tetrabutylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCCC)(CCCC)CCCC.[Cl-],0.404,0.596,325,10.1021/acs.jpcb.0c02386,343.67,344
stearic acid,tetrapropylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCC)(CCC)CCC.[Cl-],0.602,0.398,327.25,10.1016/j.fluid.2017.04.007,343.67,502.4
stearic acid,tetrabutylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCCC)(CCCC)CCCC.[Cl-],0.614,0.386,327.4,10.1021/acs.jpcb.0c02386,343.67,344
stearic acid,tetrapropylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCC)(CCC)CCC.[Cl-],0.6,0.4,327.92,10.1016/j.fluid.2017.04.007,343.67,502.4
stearic acid,tetrabutylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCCC)(CCCC)CCCC.[Cl-],0.318,0.682,328.2,10.1021/acs.jpcb.0c02386,343.67,344
stearic acid,tetrapropylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCC)(CCC)CCC.[Cl-],0.554,0.446,329.18,10.1016/j.fluid.2017.04.007,343.67,502.4
stearic acid,tetrapropylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCC)(CCC)CCC.[Cl-],0.693,0.307,332.15,10.1016/j.fluid.2017.04.007,343.67,502.4
stearic acid,tetrapropylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCC)(CCC)CCC.[Cl-],0.701,0.299,332.47,10.1016/j.fluid.2017.04.007,343.67,502.4
stearic acid,tetrabutylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCCC)(CCCC)CCCC.[Cl-],0.696,0.304,332.7,10.1021/acs.jpcb.0c02386,343.67,344
stearic acid,tetraethylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CC)(CC)CC.[Cl-],0.691,0.309,332.78,10.1016/j.fluid.2017.04.007,343.67,535.4
stearic acid,tetraethylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CC)(CC)CC.[Cl-],0.712,0.288,333.35,10.1016/j.fluid.2017.04.007,343.67,535.4
stearic acid,tetrabutylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCCC)(CCCC)CCCC.[Cl-],0.2,0.8,333.7,10.1021/acs.jpcb.0c02386,343.67,344
stearic acid,tetrabutylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCCC)(CCCC)CCCC.[Cl-],0.8,0.2,335.6,10.1021/acs.jpcb.0c02386,343.67,344
stearic acid,tetrapropylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCC)(CCC)CCC.[Cl-],0.499,0.501,337.22,10.1016/j.fluid.2017.04.007,343.67,502.4
stearic acid,tetrabutylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCCC)(CCCC)CCCC.[Cl-],0.102,0.898,337.4,10.1021/acs.jpcb.0c02386,343.67,344
stearic acid,tetramethylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(C)(C)C.[Cl-],0.624,0.376,337.95,10.1016/j.fluid.2017.04.007,343.67,612.87
stearic acid,tetraethylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CC)(CC)CC.[Cl-],0.774,0.226,338.21,10.1016/j.fluid.2017.04.007,343.67,535.4
stearic acid,tetrapropylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCC)(CCC)CCC.[Cl-],0.799,0.201,339.05,10.1016/j.fluid.2017.04.007,343.67,502.4
stearic acid,tetramethylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(C)(C)C.[Cl-],0.686,0.314,339.45,10.1016/j.fluid.2017.04.007,343.67,612.87
stearic acid,tetraethylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CC)(CC)CC.[Cl-],0.811,0.189,339.45,10.1016/j.fluid.2017.04.007,343.67,535.4
stearic acid,Choline chloride,CCCCCCCCCCCCCCCCCC(=O)O,CN+(C)CCO.[Cl-],0.614,0.386,339.55,10.1021/acs.iecr.7b02382,343.67,578.15
stearic acid,tetrapropylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCC)(CCC)CCC.[Cl-],0.798,0.202,339.86,10.1016/j.fluid.2017.04.007,343.67,502.4
stearic acid,tetrabutylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCCC)(CCCC)CCCC.[Cl-],0.901,0.099,339.9,10.1021/acs.jpcb.0c02386,343.67,344
stearic acid,tetrapropylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCC)(CCC)CCC.[Cl-],0.9,0.1,340.25,10.1016/j.fluid.2017.04.007,343.67,502.4
stearic acid,Choline chloride,CCCCCCCCCCCCCCCCCC(=O)O,CN+(C)CCO.[Cl-],0.703,0.297,340.68,10.1021/acs.iecr.7b02382,343.67,578.15
stearic acid,Choline chloride,CCCCCCCCCCCCCCCCCC(=O)O,CN+(C)CCO.[Cl-],0.811,0.189,341.72,10.1021/acs.iecr.7b02382,343.67,578.15
stearic acid,tetraethylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CC)(CC)CC.[Cl-],0.883,0.117,342.25,10.1016/j.fluid.2017.04.007,343.67,535.4
stearic acid,tetrapropylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCC)(CCC)CCC.[Cl-],0.89,0.11,342.43,10.1016/j.fluid.2017.04.007,343.67,502.4
stearic acid,Choline chloride,CCCCCCCCCCCCCCCCCC(=O)O,CN+(C)CCO.[Cl-],0.892,0.108,342.45,10.1021/acs.iecr.7b02382,343.67,578.15
stearic acid,tetraethylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CC)(CC)CC.[Cl-],0.897,0.103,342.52,10.1016/j.fluid.2017.04.007,343.67,535.4
stearic acid,tetramethylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(C)(C)C.[Cl-],0.805,0.195,342.65,10.1016/j.fluid.2017.04.007,343.67,612.87
stearic acid,betaine,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],0.9,0.1,343,10.1002/cssc.202001331,343.67,566
stearic acid,tetramethylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(C)(C)C.[Cl-],0.898,0.102,343.25,10.1016/j.fluid.2017.04.007,343.67,612.87
stearic acid,tetraethylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CC)(CC)CC.[Cl-],0.495,0.505,349.85,10.1016/j.fluid.2017.04.007,343.67,535.4
stearic acid,betaine,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],0.8,0.2,351,10.1002/cssc.202001331,343.67,566
stearic acid,betaine,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],0.7,0.3,355,10.1002/cssc.202001331,343.67,566
stearic acid,Choline chloride,CCCCCCCCCCCCCCCCCC(=O)O,CN+(C)CCO.[Cl-],0.548,0.452,355.52,10.1021/acs.iecr.7b02382,343.67,578.15
stearic acid,tetraethylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CC)(CC)CC.[Cl-],0.406,0.594,373.35,10.1016/j.fluid.2017.04.007,343.67,535.4
stearic acid,tetramethylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(C)(C)C.[Cl-],0.514,0.486,378.15,10.1016/j.fluid.2017.04.007,343.67,612.87
stearic acid,betaine,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],0.6,0.4,385,10.1002/cssc.202001331,343.67,566
stearic acid,Choline chloride,CCCCCCCCCCCCCCCCCC(=O)O,CN+(C)CCO.[Cl-],0.495,0.505,388.62,10.1021/acs.iecr.7b02382,343.67,578.15
stearic acid,tetrapropylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCC)(CCC)CCC.[Cl-],0.407,0.593,392.85,10.1016/j.fluid.2017.04.007,343.67,502.4
stearic acid,Choline chloride,CCCCCCCCCCCCCCCCCC(=O)O,CN+(C)CCO.[Cl-],0.446,0.554,408.6,10.1021/acs.iecr.7b02382,343.67,578.15
stearic acid,betaine,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],0.5,0.5,410,10.1002/cssc.202001331,343.67,566
stearic acid,tetraethylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CC)(CC)CC.[Cl-],0.299,0.701,411.75,10.1016/j.fluid.2017.04.007,343.67,535.4
stearic acid,tetramethylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(C)(C)C.[Cl-],0.423,0.577,415.95,10.1016/j.fluid.2017.04.007,343.67,612.87
stearic acid,tetrapropylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCC)(CCC)CCC.[Cl-],0.299,0.701,424.75,10.1016/j.fluid.2017.04.007,343.67,502.4
stearic acid,Choline chloride,CCCCCCCCCCCCCCCCCC(=O)O,CN+(C)CCO.[Cl-],0.404,0.596,433.78,10.1021/acs.iecr.7b02382,343.67,578.15
stearic acid,betaine,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],0.4,0.6,443,10.1002/cssc.202001331,343.67,566
stearic acid,Choline chloride,CCCCCCCCCCCCCCCCCC(=O)O,CN+(C)CCO.[Cl-],0.35,0.65,443.85,10.1021/acs.iecr.7b02382,343.67,578.15
stearic acid,tetraethylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CC)(CC)CC.[Cl-],0.206,0.794,447.45,10.1016/j.fluid.2017.04.007,343.67,535.4
stearic acid,tetrapropylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCC)(CCC)CCC.[Cl-],0.222,0.778,458.55,10.1016/j.fluid.2017.04.007,343.67,502.4
stearic acid,tetramethylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(C)(C)C.[Cl-],0.299,0.701,461.55,10.1016/j.fluid.2017.04.007,343.67,612.87
stearic acid,Choline chloride,CCCCCCCCCCCCCCCCCC(=O)O,CN+(C)CCO.[Cl-],0.305,0.695,463.58,10.1021/acs.iecr.7b02382,343.67,578.15
stearic acid,tetrapropylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CCC)(CCC)CCC.[Cl-],0.132,0.868,473.35,10.1016/j.fluid.2017.04.007,343.67,502.4
stearic acid,betaine,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],0.3,0.7,475,10.1002/cssc.202001331,343.67,566
stearic acid,Choline chloride,CCCCCCCCCCCCCCCCCC(=O)O,CN+(C)CCO.[Cl-],0.254,0.746,483.82,10.1021/acs.iecr.7b02382,343.67,578.15
stearic acid,tetraethylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(CC)(CC)CC.[Cl-],0.089,0.911,493.55,10.1016/j.fluid.2017.04.007,343.67,535.4
stearic acid,Choline chloride,CCCCCCCCCCCCCCCCCC(=O)O,CN+(C)CCO.[Cl-],0.213,0.787,493.68,10.1021/acs.iecr.7b02382,343.67,578.15
stearic acid,betaine,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],0.2,0.8,502,10.1002/cssc.202001331,343.67,566
stearic acid,tetramethylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(C)(C)C.[Cl-],0.201,0.799,513.15,10.1016/j.fluid.2017.04.007,343.67,612.87
stearic acid,Choline chloride,CCCCCCCCCCCCCCCCCC(=O)O,CN+(C)CCO.[Cl-],0.156,0.844,523.92,10.1021/acs.iecr.7b02382,343.67,578.15
stearic acid,betaine,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],0.1,0.9,537,10.1002/cssc.202001331,343.67,566
stearic acid,Choline chloride,CCCCCCCCCCCCCCCCCC(=O)O,CN+(C)CCO.[Cl-],0.104,0.896,543.68,10.1021/acs.iecr.7b02382,343.67,578.15
stearic acid,tetramethylammonium chloride,CCCCCCCCCCCCCCCCCC(=O)O,N+(C)(C)C.[Cl-],0.101,0.899,574.55,10.1016/j.fluid.2017.04.007,343.67,612.87
suberic acid,Choline chloride,C(CCCC(=O)O)CCC(=O)O,CN+(C)CCO.[Cl-],0.5,0.5,366.15,10.1039/C1RA00630D,415.3,578.15
succinic acid,Choline chloride,C(CC(=O)O)C(=O)O,CN+(C)CCO.[Cl-],0.5,0.5,343,10.1021/ja048266j,455.2,578.15
succinic acid,Choline chloride,C(CC(=O)O)C(=O)O,CN+(C)CCO.[Cl-],0.45,0.55,345,10.1021/ja048266j,455.2,578.15
succinic acid,tetraethylammonium bromide,C(CC(=O)O)C(=O)O,N+(CC)(CC)CC.[Br-],0.5,0.5,349.3,10.1021/acs.jpcb.0c01680,455.2,633
succinic acid,Choline chloride,C(CC(=O)O)C(=O)O,CN+(C)CCO.[Cl-],0.4,0.6,363,10.1021/ja048266j,455.2,578.15
succinic acid,Choline chloride,C(CC(=O)O)C(=O)O,CN+(C)CCO.[Cl-],0.55,0.45,364,10.1021/ja048266j,455.2,578.15
succinic acid,Choline chloride,C(CC(=O)O)C(=O)O,CN+(C)CCO.[Cl-],0.35,0.65,366,10.1021/ja048266j,455.2,578.15
succinic acid,Choline chloride,C(CC(=O)O)C(=O)O,CN+(C)CCO.[Cl-],0.6,0.4,379,10.1021/ja048266j,455.2,578.15
succinic acid,Choline chloride,C(CC(=O)O)C(=O)O,CN+(C)CCO.[Cl-],0.65,0.35,400,10.1021/ja048266j,455.2,578.15
succinic acid,Choline chloride,C(CC(=O)O)C(=O)O,CN+(C)CCO.[Cl-],0.3,0.7,402,10.1021/ja048266j,455.2,578.15
sucrose,Choline chloride,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,CN+(C)CCO.[Cl-],0.506,0.494,343.65,10.1021/acssuschemeng.8b02042,462.05,578.15
sucrose,Choline chloride,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,CN+(C)CCO.[Cl-],0.605,0.395,369.65,10.1021/acssuschemeng.8b02042,462.05,578.15
sucrose,Choline chloride,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,CN+(C)CCO.[Cl-],0.4,0.6,370.52,10.1021/acssuschemeng.8b02042,462.05,578.15
sucrose,Choline chloride,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,CN+(C)CCO.[Cl-],0.698,0.302,386.22,10.1021/acssuschemeng.8b02042,462.05,578.15
sucrose,Choline chloride,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,CN+(C)CCO.[Cl-],0.799,0.201,404.58,10.1021/acssuschemeng.8b02042,462.05,578.15
sucrose,Choline chloride,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,CN+(C)CCO.[Cl-],0.3,0.7,411.82,10.1021/acssuschemeng.8b02042,462.05,578.15
sucrose,Choline chloride,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,CN+(C)CCO.[Cl-],0.893,0.107,431.45,10.1021/acssuschemeng.8b02042,462.05,578.15
sucrose,Choline chloride,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,CN+(C)CCO.[Cl-],0.2,0.8,477.88,10.1021/acssuschemeng.8b02042,462.05,578.15
sucrose,Choline chloride,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,CN+(C)CCO.[Cl-],0.1,0.9,541.95,10.1021/acssuschemeng.8b02042,462.05,578.15
tartaric acid,Choline chloride,C(C(C(=O)O)O)(C(=O)O)O,CN+(C)CCO.[Cl-],0.327,0.673,321.55,10.1021/acs.iecr.8b01249,443.3,578.15
tartaric acid,Choline chloride,C(C(C(=O)O)O)(C(=O)O)O,CN+(C)CCO.[Cl-],0.4,0.6,330.62,10.1021/acs.iecr.8b01249,443.3,578.15
tartaric acid,Choline chloride,C(C(C(=O)O)O)(C(=O)O)O,CN+(C)CCO.[Cl-],0.45,0.55,341.62,10.1021/acs.iecr.8b01249,443.3,578.15
tartaric acid,Choline chloride,C(C(C(=O)O)O)(C(=O)O)O,CN+(C)CCO.[Cl-],0.502,0.498,352.35,10.1021/acs.iecr.8b01249,443.3,578.15
tartaric acid,Choline chloride,C(C(C(=O)O)O)(C(=O)O)O,CN+(C)CCO.[Cl-],0.295,0.705,357.62,10.1021/acs.iecr.8b01249,443.3,578.15
tartaric acid,Choline chloride,C(C(C(=O)O)O)(C(=O)O)O,CN+(C)CCO.[Cl-],0.552,0.448,364.32,10.1021/acs.iecr.8b01249,443.3,578.15
tartaric acid,Choline chloride,C(C(C(=O)O)O)(C(=O)O)O,CN+(C)CCO.[Cl-],0.593,0.407,374.55,10.1021/acs.iecr.8b01249,443.3,578.15
tartaric acid,Choline chloride,C(C(C(=O)O)O)(C(=O)O)O,CN+(C)CCO.[Cl-],0.652,0.348,385.82,10.1021/acs.iecr.8b01249,443.3,578.15
tartaric acid,Choline chloride,C(C(C(=O)O)O)(C(=O)O)O,CN+(C)CCO.[Cl-],0.251,0.749,386.68,10.1021/acs.iecr.8b01249,443.3,578.15
tartaric acid,Choline chloride,C(C(C(=O)O)O)(C(=O)O)O,CN+(C)CCO.[Cl-],0.7,0.3,393.65,10.1021/acs.iecr.8b01249,443.3,578.15
tartaric acid,Choline chloride,C(C(C(=O)O)O)(C(=O)O)O,CN+(C)CCO.[Cl-],0.799,0.201,411.58,10.1021/acs.iecr.8b01249,443.3,578.15
tartaric acid,Choline chloride,C(C(C(=O)O)O)(C(=O)O)O,CN+(C)CCO.[Cl-],0.199,0.801,435.52,10.1021/acs.iecr.8b01249,443.3,578.15
